Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,X90sPlayed,Goals,Ast,xG,xA,SoT.,Sh.90,SoT.90,CmpPass,CmpPass.,PPA,Prog,Touches,SuccDrib,SuccDrib.,Carries,CarryToBox,SCA,GCA,GCADrib,GCASh
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,2,0,16,0.2,0,0,0,0,0,0,0,20,100,0,0,35,5,100,30,5,0,0,0,0
Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,11,9,883,9.8,0,0,0.05,0.02,0,0.41,0,19.9,67.5,0,1.84,40.8,0.2,100,17,0,0.2,0,0,0
Alex McCarthy,ENG,GK,Southampton,Premier League,30,1989,30,30,2700,30,0,0,0,0,0,0,0,22.9,64.3,0.07,0,38.2,0.07,100,19,0,0.03,0,0,0
Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,7,4,321,3.6,0,0,0.14,0,0,0.56,0,20.3,69.5,0,0.56,42.2,0.28,100,15.3,0,0,0,0,0
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,28,1992,34,34,3060,34,0,0,0,0,0,0,0,24.9,73.6,0,0,36.8,0.03,100,15.9,0,0.03,0,0,0
Omar Khailoti,ITA,DF,Bologna,Seria A,18,2001,1,0,28,0.3,0,0,0,0,0,0,0,63.3,90.5,0,6.67,76.7,0,0,56.7,0,0,0,0,0
Joshua Zirkzee,NED,FW,Bayern Munich,Bundesliga,19,2001,3,1,92,1,0,0,0.4,0.2,0,0.8,0,24,80,0,0,36.2,2.31,100,15.4,0.77,1.54,0,0,0
Christian Fuchs,AUT,DF,Leicester City,Premier League,34,1986,9,8,702,7.8,0,0,0.01,0,0,0.51,0,61.3,81.2,0.26,4.23,84.9,0,0,48.2,0,0.38,0,0,0
Aleksandar Kolarov,SRB,DF,Inter,Seria A,34,1985,7,4,390,4.3,0,0.23,0.02,0.21,33.3,1.38,0.46,74,85.7,1.63,8.37,94.7,0,0,64.7,0,3.49,0.47,0,0
Asier Illarramendi,ESP,MF,Real Sociedad,La Liga,30,1990,6,6,337,3.7,0,0,0,0,0,0,0,64.3,91.2,0.54,6.76,77.3,0,0,52.4,0,1.35,0,0,0
Jony Álamo,ESP,MF,Elche,La Liga,18,2001,1,1,73,0.8,0,0,0,0,0,1.23,0,17.5,87.5,0,0,31.3,1.25,100,23.8,0,0.96,0.18,0,0
Vedad Ibišević,BIH,FW,Schalke 04,Bundesliga,35,1984,4,1,156,1.7,0,0,0.29,0,0,1.15,0,14.7,71.4,0,1.18,27.6,0,0,14.7,0,2.94,0,0,0
Joshua Mees,GER,FW,Union Berlin,Bundesliga,24,1996,1,0,5,0.1,0,0,1,0,0,36,0,20,66.7,0,0,50,0,0,20,0,0,0,0,0
Robin Zentner,GER,GK,Mainz 05,Bundesliga,25,1994,31,31,2790,31,0,0,0,0.01,0,0.06,0,23.3,66.9,0.03,0,37.3,0.03,100,17.2,0,0.13,0,0,0
Ludovic Baal,GUF,DFMF,Brest,Ligue 1,34,1986,7,3,296,3.3,0,0,0,0.18,0,0,0,65.2,84.6,0.61,6.67,87.3,1.82,85.7,60.3,0,1.73,0.16,0,0
Boubacar Traoré,MLI,MF,Metz,Ligue 1,18,2001,2,0,54,0.6,1.67,0,0,0,50,3.33,1.67,56.7,72.3,0,8.33,100,1.67,100,71.7,0,5,0,0,0
Rhys Williams,ENG,DF,Liverpool,Premier League,19,2001,9,7,661,7.3,0,0,0.07,0.05,0,0.95,0,56.8,92,0.14,1.78,74.4,0.14,100,45.1,0,0.68,0.14,0,0.14
Jordan Henderson,ENG,MFDF,Liverpool,Premier League,30,1990,21,20,1704,18.9,0.05,0.05,0.09,0.07,28.6,0.74,0.21,83.2,86.8,1.59,7.67,103.3,0.37,53.8,71.9,0.05,1.75,0.21,0,0
Guglielmo Vicario,ITA,GK,Cagliari,Seria A,23,1996,4,4,360,4,0,0,0,0,0,0,0,17.8,66.4,0,0,30,0,0,12.3,0,0,0,0,0
Toni Kroos,GER,MF,Real Madrid,La Liga,30,1990,28,24,2117,23.5,0.13,0.43,0.09,0.29,35.3,1.45,0.51,82.9,89.7,1.49,8.43,99.5,0.72,73.9,69.8,0.43,4.55,0.55,0,0.04
Dean Henderson,ENG,GK,Manchester Utd,Premier League,23,1997,13,12,1125,12.5,0,0,0,0,0,0,0,18.9,75.2,0,0,28,0,0,11.2,0,0.08,0,0,0
Riccardo Saponara,ITA,FWMF,Fiorentina,Seria A,28,1991,2,0,52,0.6,0,0,0,0.17,0,0,0,63.3,90.5,0,3.33,78.3,0,0,58.3,0,1.67,0,0,0
Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,1,0,40,0.4,0,0,0,0,0,2.25,0,12.5,71.4,0,0,27.5,0,0,15,0,1.12,0,0,0
Loris Karius,GER,GK,Union Berlin,Bundesliga,27,1993,4,3,292,3.2,0,0,0,0,0,0,0,18.1,61.1,0,0,31.3,0,0,13.4,0,0,0,0,0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,28,1992,6,6,540,6,0,0,0,0,0,0,0,18.3,62.9,0.17,0,31.3,0,0,12.3,0,0,0,0,0
Radja Nainggolan,BEL,MF,Cagliari,Seria A,32,1988,22,22,1841,20.5,0.05,0,0.08,0.08,0,5.87,0,31,76,1.27,2.78,92,0,0,68,0,8,0,0,0
Álex Remiro,ESP,GK,Real Sociedad,La Liga,25,1995,38,38,3420,38,0,0,0,0,0,0,0,22.5,71.1,0,0.03,33.4,0.03,100,17.2,0,0.08,0,0,0
Mato Jajalo,BIH,MF,Udinese,Seria A,32,1988,1,0,34,0.4,0,0,0,0,0,0,0,57.5,79.3,0,0,90,0,0,47.5,0,0,0,0,0
Jonas Omlin,SUI,GK,Montpellier,Ligue 1,26,1994,31,31,2673,29.7,0,0,0,0,0,0,0,23.6,71.4,0,0.03,35.4,0.03,100,15.2,0,0.03,0,0,0
Cheick Traoré,MLI,DF,Lens,Ligue 1,25,1995,2,0,39,0.4,0,0,0,0,0,0,0,42.5,70.8,0,2.5,87.5,2.5,100,37.5,0,0,0,0,0
Kingsley Fobi,GHA,DF,Granada,La Liga,21,1998,1,0,45,0.5,0,0,0,0,0,0,0,16,66.7,2,2,30,0,0,12,0,0,0,0,0
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26,1993,12,12,1080,12,0,0,0,0,0,0,0,22.3,65.9,0,0,37,0.17,100,16.3,0,0.15,0,0,0
Arthur Melo,BRA,MF,Juventus,Seria A,23,1996,22,13,1157,12.9,0.08,0,0.02,0.07,33.3,0.23,0.08,78.5,94.4,0.47,5.12,90.5,1.24,88.9,70,0.08,2.02,0.08,0,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,21,1999,38,38,3420,38,0,0,0,0,0,0,0,17.2,57.9,0.05,0,33,0,0,13.8,0,0.03,0,0,0
Marek Rodák,SVK,GK,Fulham,Premier League,23,1996,2,2,180,2,0,0,0,0,0,0,0,18.5,80.4,0,0,25.5,0,0,12.5,0,0,0,0,0
Abdoulay Diaby,MLI,MF,Getafe,La Liga,29,1991,1,0,18,0.2,0,0,1.5,0.5,0,5,0,25,50,0,0,85,0,0,60,0,2.24,0.28,0.12,0.06
Simone Colombi,ITA,GK,Parma,Seria A,29,1991,2,2,180,2,0,0,0,0,0,0,0,17.5,70,0,0,27,0,0,12.5,0,0.14,0,0,0
Paulo Gazzaniga,ARG,GK,Elche,La Liga,28,1992,8,8,720,8,0,0,0,0.01,0,0,0,17.6,58,0.38,0,31.6,0,0,14.3,0,0.5,0,0,0
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,30,1990,1,0,20,0.2,0,0,0,0,0,0,0,65,86.7,0,0,75,0,0,25,0,0,0,0,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,29,1990,38,38,3420,38,0,0,0,0,0,0,0,25.6,82.6,0.03,0.13,33.3,0.03,100,15.1,0,0.03,0,0,0
Ajdin Hrustic,AUS,MFFW,Eint Frankfurt,Bundesliga,24,1996,11,1,272,3,0.33,0,0.1,0.13,57.1,2.32,1.32,66.3,81.6,3.33,8.33,96,2.33,100,68.3,0,4,1,0,0.33
Emrehan Gedikli,GER,FW,Leverkusen,Bundesliga,17,2003,1,0,25,0.3,0,0,0,0,0,0,0,13.3,80,0,0,23.3,0,0,16.7,0,3.33,0,0,0
Patrick Cutrone,ITA,FWMF,Fiorentina,Seria A,22,1998,11,0,196,2.2,0,0,0.09,0,0,3.6,0,20,78.6,0,0.45,23.3,0,0,13.3,0,0.22,0,0,0
Alisson,BRA,GK,Liverpool,Premier League,27,1992,33,33,2970,33,0.03,0,0,0,100,0.03,0.03,29.3,85.1,0,0.03,37.2,0.09,100,19.4,0,0,0,0,0
Claudio Bravo,CHI,GK,Betis,La Liga,37,1983,20,20,1800,20,0,0,0,0.01,0,0,0,21.1,65,0,0,35,0.15,100,17.6,0,0,0,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,29,1990,28,28,2520,28,0,0,0,0,0,0,0,22.3,69.5,0,0.04,35.2,0.04,100,15.1,0,0.04,0,0,0
Koke Vegas,ESP,GK,Levante,La Liga,24,1995,1,1,90,1,0,0,0,0,0,0,0,19,65.5,0,0,32,0,0,9,0,0,0,0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35,35,3150,35,0,0,0,0,0,0,0,17.3,60.5,0,0,30.5,0,0,13,0,0.03,0,0,0
Igor,BRA,DF,Fiorentina,Seria A,22,1998,21,13,1168,13,0,0,0.01,0.02,100,0.08,0.08,55.1,89.4,0.31,4.77,70.5,0.38,100,49.4,0,0.69,0,0,0
Willy Caballero,ARG,GK,Chelsea,Premier League,38,1981,1,1,90,1,0,0,0,0,0,0,0,24,92.3,0,0,26,0,0,12,0,0.41,0,0,0
Pepe,ESP,DF,Granada,La Liga,20,2000,3,3,253,2.8,0,0,0,0,0,0.36,0,15.4,58.1,0,0.71,37.5,0,0,10.4,0,0,0,0,0
Sergi Roberto,ESP,DFMF,Barcelona,La Liga,28,1992,15,9,946,10.5,0.1,0.19,0.05,0.19,20,0.48,0.1,76.2,90.2,1.71,4.19,92,0.76,88.9,64.5,0.38,1.71,0.19,0,0
Amadou Diambo,GHA,FW,Benevento,Seria A,19,2001,1,0,3,0,0,0,0,0,0,0,0,7,87.5,0,0,9,2,66.7,10,0,2.24,0,0,0
Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,10,50,0,10,40,0,0,20,0,0,0,0,0
Yassine Bounou,MAR,GK,Sevilla,La Liga,29,1991,33,33,2970,33,0.03,0,0.01,0,100,0.03,0.03,26.2,78.9,0,0.03,35.5,0.03,100,18.6,0,4.73,0.42,0,0.06
Bouna Sarr,SEN,DF,Marseille,Ligue 1,28,1992,2,0,76,0.8,0,0,0,0,0,0.6,0,68.8,91.7,0,5,89.2,2.8,82.4,58.4,0,1.8,0.6,0,0
Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3,3,270,3,0,0,0,0,0,0,0,20.7,92.5,0,0,25.3,0,0,13.3,0,0,0,0,0
Xherdan Shaqiri,SUI,MFFW,Liverpool,Premier League,28,1991,14,5,556,6.2,0,0.32,0.06,0.48,0,1.78,0,57.4,83.6,4.19,6.29,78.1,0.97,100,56.5,0,5.16,0.48,0,0
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,26,1993,10,8,810,9,0,0,0,0,0,0,0,21.8,90.7,0,0,26.3,0,0,11.3,0,0,0,0,0
Pierluigi Gollini,ITA,GK,Atalanta,Seria A,25,1995,25,25,2156,24,0,0,0,0,0,0,0,21,75.4,0.04,0.04,29.8,0.04,100,17.3,0,0.13,0.04,0,0
Etienne Green,FRA,GK,Saint-Étienne,Ligue 1,20,2000,8,8,720,8,0,0,0,0,0,0,0,16.6,60.7,0,0,30.8,0,0,12,0,0,0,0,0
Paul Bernardoni,FRA,GK,Angers,Ligue 1,23,1997,38,38,3420,38,0,0,0,0,0,0,0,16.9,64.9,0,0,28.3,0,0,11.5,0,1.74,0,0,0
Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,1,0,24,0.3,0,0,0,0,0,0,0,10,60,0,0,30,0,0,16.7,0,0,0,0,0
Sam Johnstone,ENG,GK,West Brom,Premier League,27,1993,37,37,3330,37,0,0.03,0,0.01,0,0,0,17.3,49.9,0,0,38.3,0,0,14.7,0,0.08,0.03,0,0
Marc-Aurèle Caillard,FRA,GK,Metz,Ligue 1,26,1994,5,4,361,4,0,0,0,0,0,0,0,16.3,64.4,0,0,28,0,0,12,0,2.43,0,0,0
Paul Nardi,FRA,GK,Lorient,Ligue 1,26,1994,23,23,2070,23,0,0,0,0,0,0,0,17,61.3,0.04,0,30.1,0,0,11.6,0,0.13,0.04,0,0
Léo Duarte,BRA,DF,Milan,Seria A,24,1996,1,0,19,0.2,0,0,0,0,0,0,0,65,100,0,0,75,0,0,55,0,0,0,0,0
Federico Peluso,ITA,DF,Sassuolo,Seria A,36,1984,7,2,207,2.3,0,0,0,0,0,0,0,67,92.8,0.43,3.91,79.1,0,0,52.6,0,0,0,0,0
Mitchell Weiser,GER,DF,Leverkusen,Bundesliga,26,1994,5,2,226,2.5,0.4,0,0.04,0,100,0.8,0.8,70.8,84.3,1.2,5.2,97.2,0.8,50,66.8,0.4,0.8,0.4,0,0.4
Nianzou Kouassi,FRA,DFMF,Bayern Munich,Bundesliga,18,2002,6,0,118,1.3,0,0,0,0,0,0,0,60,90.7,0,6.15,76.2,0.77,100,51.5,0,1.54,0,0,0
Juan Musso,ARG,GK,Udinese,Seria A,26,1994,35,35,3147,35,0,0,0,0,0,0,0,22,75.1,0,0,30.9,0.03,100,14.2,0,0.03,0,0,0
Federico Bonazzoli,ITA,FW,Torino,Seria A,23,1997,20,4,564,6.3,0.32,0.32,0.25,0.11,0,2.75,0,20.5,83.2,0.63,0.95,26,1.33,100,18.7,0.67,2.23,0.28,0,0.04
David de Gea,ESP,GK,Manchester Utd,Premier League,29,1990,26,26,2295,25.5,0,0,0,0,0,0,0,18,77.1,0,0,25.1,0,0,9.53,0,0.08,0.04,0,0
Jordi Masip,ESP,GK,Valladolid,La Liga,31,1989,25,25,2250,25,0,0,0,0,0,0,0,16.7,52.1,0,0,34.1,0,0,13.8,0,0.12,0,0,0
Mattia Pagliuca,ITA,MF,Bologna,Seria A,18,2002,1,0,13,0.1,0,0,0,1,0,0,0,10,50,0,0,60,10,100,40,0,20,0,0,0
Juan Pérez,ESP,GK,Osasuna,La Liga,24,1996,3,3,270,3,0,0,0,0,0,0,0,16,55.2,0,0,31.7,0,0,13,0,0,0,0,0
Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1,1,90,1,0,0,0,0,0,0,0,21,87.5,0,0,23,0,0,11,0,0,0,0,0
Javier Pastore,ARG,FWMF,Roma,Seria A,31,1989,5,0,82,0.9,0,0,0,0.44,0,0,0,57.8,85.2,6.67,18.9,75.6,2.22,100,54.4,0,5.56,1.11,0,0
Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,1,0,12,0.1,0,0,0,0,0,7.5,0,30,60,0,0,80,0,0,80,0,10,0,0,0
Rubén Yáñez,ESP,GK,Getafe,La Liga,26,1993,10,10,900,10,0,0,0,0,0,0,0,16.1,58.3,0,0,28.6,0,0,12.3,0,0,0,0,0
Vicente Guaita,ESP,GK,Crystal Palace,Premier League,33,1987,37,37,3330,37,0,0,0,0,0,0,0,16.2,55.4,0,0,31.6,0,0,11.8,0,0.05,0,0,0
Unai Simón,ESP,GK,Athletic Club,La Liga,23,1997,37,37,3330,37,0,0,0,0,0,0,0,20.3,70.6,0.03,0.05,30.3,0.03,100,14.4,0,0.11,0.03,0,0
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,37,1983,24,24,2160,24,0,0,0,0,0,0.04,0,20.3,68.1,0.04,0,31.9,0.04,100,13.9,0,0.08,0.04,0,0
Joel Pohjanpalo,FIN,MF,Leverkusen,Bundesliga,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,20,100,0,0,30,0,0,10,0,0,0,0,0
Mike Maignan,FRA,GK,Lille,Ligue 1,25,1995,38,38,3420,38,0,0,0,0.01,0,0,0,20.4,72.6,0.05,0.13,30.1,0.03,100,13.7,0,0.13,0.03,0,0
Anthony Racioppi,SUI,GK,Dijon,Ligue 1,21,1998,21,21,1890,21,0,0,0,0,0,0,0,20.5,65.7,0,0,33.7,0.1,100,13.1,0,0.05,0,0,0
Daniele Padelli,ITA,GK,Inter,Seria A,34,1985,1,0,45,0.5,0,0,0,0,0,0,0,26,100,0,0,28,0,0,10,0,0,0,0,0
Anthony Modeste,FRA,FW,Saint-Étienne,Ligue 1,32,1988,7,3,293,3.3,0,0,0.27,0.03,0,2.85,0,9.39,57.4,0,0.61,29.6,0,0,14.8,0.4,1.6,0,0,0
Kenan Kodro,BIH,FWMF,Valladolid,La Liga,26,1993,14,4,459,5.1,0,0,0.22,0.02,100,2.05,2.05,16.1,71.9,0,0.39,24,0,0,16,0,4,4,0,2
Yohann Pelé,FRA,GK,Marseille,Ligue 1,37,1982,1,1,90,1,0,0,0,0,0,0,0,23,92,0,0,27,0,0,7,0,0,0,0,0
John Ruddy,ENG,GK,Wolves,Premier League,33,1986,2,1,91,1,0,0,0,0,0,0,0,19,79.2,0,0,24,0,0,8,0,0,0,0,0
Alexandre Oukidja,ALG,GK,Metz,Ligue 1,32,1988,34,34,3058,34,0,0,0,0.01,0,0,0,20,65.6,0.03,0.03,33.1,0.09,100,13.1,0,0.26,0,0,0
Chaka Traorè,CIV,FWMF,Parma,Seria A,15,2004,3,0,18,0.2,0,0,0.5,0,0,5,0,30,60,0,0,95,0,0,65,0,5,0,0,0
Nathan Aké,NED,DF,Manchester City,Premier League,25,1995,10,9,797,8.9,0.11,0,0.01,0,33.3,0.34,0.11,78.9,93,0.22,4.04,92.2,0,0,68.2,0,0.63,0,0,0
Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5,5,450,5,0,0,0,0,0,0,0,14.8,49,0,0,35.4,0,0,13.8,0,0,0,0,0
Nícolas Andrade,BRA,GK,Udinese,Seria A,32,1988,2,2,180,2,0,0,0,0,0,0,0,16.5,82.5,0,0,20,0,0,12,0,0.96,0.24,0,0.08
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,1991,18,11,1136,12.6,0.08,0,0.02,0.03,66.7,0.24,0.16,74.8,89,0.32,5.71,92.3,0.4,100,60.3,0.08,1.27,0.08,0,0
Unai Arietaleanizbeaskoa,ESP,FWMF,Eibar,La Liga,21,1999,4,0,47,0.5,0,0,0,0,0,1.91,0,8,57.1,0,2,28,0,0,16,0,2.12,0,0,0
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,1989,15,15,1350,15,0,0,0,0,0,0,0,15,62.3,0,0,26.7,0,0,10,0,0.07,0,0,0
Keylor Navas,CRC,GK,Paris S-G,Ligue 1,33,1986,29,29,2520,28,0,0,0,0.01,0,0,0,23.2,87.2,0,0,28.5,0.04,100,12.8,0,0.11,0,0,0
Pietro Terracciano,ITA,GK,Fiorentina,Seria A,30,1990,4,2,272,3,0,0,0,0,0,0,0,16,55.2,0,0,31.7,0,0,9.67,0,0,0,0,0
Nick Pope,ENG,GK,Burnley,Premier League,28,1992,32,32,2880,32,0,0,0,0.01,0,0,0,15.5,50.7,0.03,0.03,33.9,0,0,11.8,0,0.25,0,0,0
Hugo Lloris,FRA,GK,Tottenham,Premier League,33,1986,38,38,3420,38,0,0,0,0,0,0,0,20.1,71.5,0,0,29.7,0.03,100,12,0,0.03,0.03,0,0
Clément Depres,FRA,MF,Nîmes,Ligue 1,25,1994,1,0,14,0.2,0,0,0,0,0,0,0,15,50,0,5,30,0,0,15,0,5.14,0.89,0.18,0
Roberto,ESP,GK,Valladolid,La Liga,34,1986,13,13,1170,13,0,0,0,0,0,0,0,15.4,48.7,0,0,33.9,0,0,12.5,0,0,0,0,0
Félix Correia,POR,MF,Juventus,Seria A,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,70,87.5,0,10,80,0,0,60,0,1.27,0.16,0,0
Ivor Pandur,CRO,GK,Hellas Verona,Seria A,20,2000,4,4,332,3.7,0,0,0,0,0,0,0,13.8,50.5,0,0,29.7,0,0,14.6,0,0,0,0,0
Ángel,ESP,GK,Granada,La Liga,18,2002,1,1,90,1,0,0,0,0,0,0,0,16,53.3,0,0,40,0,0,5,0,1.4,0.11,0,0
Rui Silva,POR,GK,Granada,La Liga,26,1994,32,32,2880,32,0,0,0,0,0,0,0,18.5,55,0.03,0,35.8,0.03,100,14.5,0,0.16,0,0,0
Ansou Sow,FRA,MF,Lens,Ligue 1,20,2000,1,0,6,0.1,0,0,0,0,0,0,0,10,50,0,0,40,0,0,10,0,0,0,0,0
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,1998,3,1,107,1.2,0,0,0,0,0,0,0,14.2,63,0,0,25.8,0,0,8.33,0,0,0,0,0
Gianluca Pegolo,ITA,GK,Sassuolo,Seria A,39,1981,1,1,90,1,0,0,0,0,0,0,0,20,95.2,0,0,24,0,0,8,0,0,0,0,0
Mateo Kovačić,CRO,MF,Chelsea,Premier League,26,1994,27,21,1815,20.2,0,0.05,0.05,0.09,17.4,1.14,0.2,78.2,91,1.19,8.17,95.7,2.18,81.5,74.1,0.2,2.43,0.2,0,0
Javi Martínez,ESP,DFMF,Bayern Munich,Bundesliga,31,1988,19,4,466,5.2,0,0,0.06,0.04,0,0.39,0,67.7,90.3,0.38,4.81,87.7,0,0,53.1,0,0.58,0,0,0
Theo Walcott,ENG,FW,Everton,Premier League,31,1989,1,0,13,0.1,0,0,0,0,0,0,0,10,100,0,0,20,0,0,20,0,0,0,0,0
Sofian Chakla,MAR,DF,Getafe,La Liga,26,1993,11,9,897,10,0,0,0.01,0.01,0,6.92,0,12.8,61.8,0,1.7,100,0,0,40,0,0.2,0.1,0,0
David Soria,ESP,GK,Getafe,La Liga,27,1993,28,28,2520,28,0,0,0,0,0,0,0,14.3,46.8,0.07,0,33.1,0,0,13.5,0,0.21,0.04,0,0
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29,1990,25,25,2250,25,0,0,0,0,0,0,0,14.6,50.1,0,0,32.7,0,0,10,0,3.13,0.43,0,0
Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,1,0,35,0.4,0,0,0,0,0,0,0,12.5,50,0,5,27.5,0,0,15,0,1.76,0.1,0.07,0
Rui Patrício,POR,GK,Wolves,Premier League,32,1988,37,37,3329,37,0,0,0,0,0,0,0,14.5,66.8,0,0,23.3,0,0,7.32,0,0.03,0,0,0
David Button,ENG,GK,West Brom,Premier League,31,1989,1,1,90,1,0,0,0,0,0,0,0,16,43.2,0,0,39,0,0,12,0,0,0,0,0
Tin Jedvaj,CRO,DF,Leverkusen,Bundesliga,24,1995,3,2,152,1.7,0,0,0,0,0,0.59,0,64.7,86.6,0.59,5.29,91.8,0,0,57.1,0,0.59,0,0,0
Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,4,3,250,2.8,0,0,0.07,0,0,0.72,0,63.6,88.1,0.36,3.21,81.8,0.36,100,58.2,0,0.85,0.07,0,0
Bryan,ESP,FW,Sevilla,La Liga,19,2001,1,0,13,0.1,0,0,0,0,0,0,0,50,71.4,0,0,100,0,0,60,10,2,0,0,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,28,1992,35,35,3120,34.7,0.03,0,0.05,0.01,0,0.03,0,16.7,54.1,0.06,0.03,33.4,0.03,100,14.9,0,0.2,0,0,0
Bailey Peacock-Farrell,NIR,GK,Burnley,Premier League,23,1996,4,4,360,4,0,0,0,0,0,0,0,14.5,51.3,0,0,30.8,0,0,9.25,0,0.25,0,0,0
Moïse Sakava,CMR,MF,Reims,Ligue 1,19,2000,1,0,8,0.1,0,0,0,0,0,11.25,0,70,100,0,10,80,0,0,50,0,10,0,0,0
Alberto Cifuentes,ESP,GK,Cádiz,La Liga,41,1979,2,2,180,2,0,0,0,0,0,0,0,15.5,44.9,0,0,36.5,0,0,11,0,0,0,0,0
Oskar Buur,DEN,DF,Wolves,Premier League,22,1998,1,0,22,0.2,0,0,0,0,0,0,0,70,93.3,0,0,85,0,0,55,0,0,0,0,0
Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16,2004,2,0,11,0.1,0,0,0,0,0,0,0,60,75,0,0,90,0,0,70,0,10,0,0,0
Eduard Löwen,GER,MFDF,Hertha BSC,Bundesliga,23,1997,7,1,85,0.9,0,0,0,0,0,1.06,0,57.8,75.4,2.22,3.33,91.1,1.11,100,53.3,0,1.11,0,0,0
Darío Poveda,ESP,FW,Getafe,La Liga,23,1997,1,0,5,0.1,0,0,0,0,0,0,0,20,40,0,0,80,0,0,20,0,0,0,0,0
Giulian Biancone,FRA,DFMF,Monaco,Ligue 1,20,2000,2,1,92,1,0,0,0,0.2,0,0.98,0,70,77.8,4,6,109,1,33.3,63,2,3.33,0.67,0,0
Andy Diouf,FRA,FW,Rennes,Ligue 1,18,2002,1,0,12,0.1,0,0,0,0,0,0,0,20,50,0,0,90,0,0,70,0,0,0,0,0
Wesley Moraes,BRA,MFFW,Aston Villa,Premier League,23,1996,3,0,18,0.2,0,0,0,0,100,5,5,20,100,0,0,35,0,0,5,0,5,0,0,0
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,27,1993,38,38,3420,38,0,0,0,0,0,0,0,16.9,64,0,0,28.3,0.03,100,11,0,0.05,0.03,0,0
Antonio Mazzotta,ITA,DF,Crotone,Seria A,30,1989,2,1,56,0.6,0,0,0,0,0,0,0,11.7,63.6,0,0,26.7,1.67,100,15,0,0,0,0,0
Will Norris,ENG,GK,Burnley,Premier League,26,1993,2,2,180,2,0,0,0,0.05,0,0,0,13.5,48.2,0.5,0.5,28.5,0,0,12.5,0,0.5,0,0,0
Mattia Sprocati,ITA,FW,Parma,Seria A,27,1993,1,0,22,0.2,0,0,0,0,0,0,0,25,100,0,0,25,0,0,5,0,0,0,0,0
Rodri,ESP,MF,Manchester City,Premier League,24,1996,34,31,2748,30.5,0.07,0.07,0.08,0.06,22.6,1.02,0.23,81.8,91.5,0.56,5.11,99.1,0.95,82.9,70.4,0.33,2.39,0.26,0.03,0
Martin Palumbo,NOR,MF,Udinese,Seria A,18,2002,3,1,63,0.7,0,0,0,0,0,0,0,8.57,50,1.43,1.43,31.4,0,0,11.4,0,1.43,0,0,0
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16,2003,1,0,17,0.2,0,0,0,0,0,5.29,0,10,100,0,0,20,0,0,15,0,5,0,0,0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,2,0,30,0.3,0,0,0,0.67,0,0,0,66.7,95.2,3.33,10,80,0,0,70,0,6.67,0,0,0
Marco Silvestri,ITA,GK,Hellas Verona,Seria A,29,1991,34,34,3060,34,0,0,0,0,0,0,0,13.1,44.6,0.03,0,32.3,0,0,13,0,0,0,0,0
Adama Soumaoro,FRA,DF,Lille,Ligue 1,28,1992,3,1,145,1.6,0,0,0.06,0,0,1.24,0,72.5,95.9,0,0.63,81.3,0,0,58.8,0,0.63,0,0,0
Jonas Michel Dirkner,GER,MF,Hertha BSC,Bundesliga,18,2002,1,0,16,0.2,0,0,0,0,0,0,0,10,50,0,0,25,0,0,15,0,0,0,0,0
Barcia,ESP,DF,Granada,La Liga,19,2000,1,1,90,1,0,0,0,0,0,0,0,13,38.2,0,1,46,0,0,13,0,0.71,0,0,0
